image_id,image_path,img_width,img_height
343,../data/hico_20160224_det/images/train2015/HICO_train2015_00000343.jpg,640,424
350,../data/hico_20160224_det/images/train2015/HICO_train2015_00000350.jpg,640,360
356,../data/hico_20160224_det/images/train2015/HICO_train2015_00000356.jpg,640,429
357,../data/hico_20160224_det/images/train2015/HICO_train2015_00000357.jpg,640,426
359,../data/hico_20160224_det/images/train2015/HICO_train2015_00000359.jpg,640,409
368,../data/hico_20160224_det/images/train2015/HICO_train2015_00000368.jpg,640,480
370,../data/hico_20160224_det/images/train2015/HICO_train2015_00000370.jpg,640,425
371,../data/hico_20160224_det/images/train2015/HICO_train2015_00000371.jpg,640,480
372,../data/hico_20160224_det/images/train2015/HICO_train2015_00000372.jpg,360,480
381,../data/hico_20160224_det/images/train2015/HICO_train2015_00000381.jpg,640,480
387,../data/hico_20160224_det/images/train2015/HICO_train2015_00000387.jpg,640,425
388,../data/hico_20160224_det/images/train2015/HICO_train2015_00000388.jpg,640,427
394,../data/hico_20160224_det/images/train2015/HICO_train2015_00000394.jpg,640,480
396,../data/hico_20160224_det/images/train2015/HICO_train2015_00000396.jpg,640,480
400,../data/hico_20160224_det/images/train2015/HICO_train2015_00000400.jpg,480,640
403,../data/hico_20160224_det/images/train2015/HICO_train2015_00000403.jpg,640,480
410,../data/hico_20160224_det/images/train2015/HICO_train2015_00000410.jpg,449,640
411,../data/hico_20160224_det/images/train2015/HICO_train2015_00000411.jpg,480,640
415,../data/hico_20160224_det/images/train2015/HICO_train2015_00000415.jpg,640,427
416,../data/hico_20160224_det/images/train2015/HICO_train2015_00000416.jpg,640,320
417,../data/hico_20160224_det/images/train2015/HICO_train2015_00000417.jpg,640,427
419,../data/hico_20160224_det/images/train2015/HICO_train2015_00000419.jpg,640,480
420,../data/hico_20160224_det/images/train2015/HICO_train2015_00000420.jpg,640,427
423,../data/hico_20160224_det/images/train2015/HICO_train2015_00000423.jpg,640,415
424,../data/hico_20160224_det/images/train2015/HICO_train2015_00000424.jpg,640,585
426,../data/hico_20160224_det/images/train2015/HICO_train2015_00000426.jpg,640,480
430,../data/hico_20160224_det/images/train2015/HICO_train2015_00000430.jpg,640,404
435,../data/hico_20160224_det/images/train2015/HICO_train2015_00000435.jpg,640,360
437,../data/hico_20160224_det/images/train2015/HICO_train2015_00000437.jpg,427,640
454,../data/hico_20160224_det/images/train2015/HICO_train2015_00000454.jpg,640,480
456,../data/hico_20160224_det/images/train2015/HICO_train2015_00000456.jpg,640,557
462,../data/hico_20160224_det/images/train2015/HICO_train2015_00000462.jpg,640,424
464,../data/hico_20160224_det/images/train2015/HICO_train2015_00000464.jpg,508,640
469,../data/hico_20160224_det/images/train2015/HICO_train2015_00000469.jpg,427,640
472,../data/hico_20160224_det/images/train2015/HICO_train2015_00000472.jpg,414,640
477,../data/hico_20160224_det/images/train2015/HICO_train2015_00000477.jpg,425,640
484,../data/hico_20160224_det/images/train2015/HICO_train2015_00000484.jpg,512,640
489,../data/hico_20160224_det/images/train2015/HICO_train2015_00000489.jpg,640,427
497,../data/hico_20160224_det/images/train2015/HICO_train2015_00000497.jpg,640,480
498,../data/hico_20160224_det/images/train2015/HICO_train2015_00000498.jpg,520,292
500,../data/hico_20160224_det/images/train2015/HICO_train2015_00000500.jpg,640,429
505,../data/hico_20160224_det/images/train2015/HICO_train2015_00000505.jpg,640,600
506,../data/hico_20160224_det/images/train2015/HICO_train2015_00000506.jpg,640,480
524,../data/hico_20160224_det/images/train2015/HICO_train2015_00000524.jpg,612,612
532,../data/hico_20160224_det/images/train2015/HICO_train2015_00000532.jpg,640,427
537,../data/hico_20160224_det/images/train2015/HICO_train2015_00000537.jpg,402,600
540,../data/hico_20160224_det/images/train2015/HICO_train2015_00000540.jpg,640,414
552,../data/hico_20160224_det/images/train2015/HICO_train2015_00000552.jpg,640,480
556,../data/hico_20160224_det/images/train2015/HICO_train2015_00000556.jpg,640,480
560,../data/hico_20160224_det/images/train2015/HICO_train2015_00000560.jpg,480,640
561,../data/hico_20160224_det/images/train2015/HICO_train2015_00000561.jpg,640,425
563,../data/hico_20160224_det/images/train2015/HICO_train2015_00000563.jpg,640,428
576,../data/hico_20160224_det/images/train2015/HICO_train2015_00000576.jpg,640,480
578,../data/hico_20160224_det/images/train2015/HICO_train2015_00000578.jpg,640,337
585,../data/hico_20160224_det/images/train2015/HICO_train2015_00000585.jpg,640,480
586,../data/hico_20160224_det/images/train2015/HICO_train2015_00000586.jpg,640,424
588,../data/hico_20160224_det/images/train2015/HICO_train2015_00000588.jpg,480,640
590,../data/hico_20160224_det/images/train2015/HICO_train2015_00000590.jpg,640,427
594,../data/hico_20160224_det/images/train2015/HICO_train2015_00000594.jpg,640,480
604,../data/hico_20160224_det/images/train2015/HICO_train2015_00000604.jpg,640,443
612,../data/hico_20160224_det/images/train2015/HICO_train2015_00000612.jpg,640,427
613,../data/hico_20160224_det/images/train2015/HICO_train2015_00000613.jpg,640,459
625,../data/hico_20160224_det/images/train2015/HICO_train2015_00000625.jpg,480,640
626,../data/hico_20160224_det/images/train2015/HICO_train2015_00000626.jpg,640,480
627,../data/hico_20160224_det/images/train2015/HICO_train2015_00000627.jpg,640,428
630,../data/hico_20160224_det/images/train2015/HICO_train2015_00000630.jpg,640,473
636,../data/hico_20160224_det/images/train2015/HICO_train2015_00000636.jpg,640,512
638,../data/hico_20160224_det/images/train2015/HICO_train2015_00000638.jpg,582,640
642,../data/hico_20160224_det/images/train2015/HICO_train2015_00000642.jpg,640,480
645,../data/hico_20160224_det/images/train2015/HICO_train2015_00000645.jpg,483,640
646,../data/hico_20160224_det/images/train2015/HICO_train2015_00000646.jpg,427,640
649,../data/hico_20160224_det/images/train2015/HICO_train2015_00000649.jpg,640,424
665,../data/hico_20160224_det/images/train2015/HICO_train2015_00000665.jpg,640,320
669,../data/hico_20160224_det/images/train2015/HICO_train2015_00000669.jpg,640,480
670,../data/hico_20160224_det/images/train2015/HICO_train2015_00000670.jpg,640,480
671,../data/hico_20160224_det/images/train2015/HICO_train2015_00000671.jpg,480,640
674,../data/hico_20160224_det/images/train2015/HICO_train2015_00000674.jpg,640,490
678,../data/hico_20160224_det/images/train2015/HICO_train2015_00000678.jpg,640,480
680,../data/hico_20160224_det/images/train2015/HICO_train2015_00000680.jpg,640,412
682,../data/hico_20160224_det/images/train2015/HICO_train2015_00000682.jpg,640,480
686,../data/hico_20160224_det/images/train2015/HICO_train2015_00000686.jpg,640,374
687,../data/hico_20160224_det/images/train2015/HICO_train2015_00000687.jpg,640,426
691,../data/hico_20160224_det/images/train2015/HICO_train2015_00000691.jpg,640,480
694,../data/hico_20160224_det/images/train2015/HICO_train2015_00000694.jpg,640,425
696,../data/hico_20160224_det/images/train2015/HICO_train2015_00000696.jpg,480,640
698,../data/hico_20160224_det/images/train2015/HICO_train2015_00000698.jpg,640,495
701,../data/hico_20160224_det/images/train2015/HICO_train2015_00000701.jpg,505,640
708,../data/hico_20160224_det/images/train2015/HICO_train2015_00000708.jpg,640,410
717,../data/hico_20160224_det/images/train2015/HICO_train2015_00000717.jpg,640,425
729,../data/hico_20160224_det/images/train2015/HICO_train2015_00000729.jpg,640,425
736,../data/hico_20160224_det/images/train2015/HICO_train2015_00000736.jpg,427,640
742,../data/hico_20160224_det/images/train2015/HICO_train2015_00000742.jpg,427,640
743,../data/hico_20160224_det/images/train2015/HICO_train2015_00000743.jpg,640,425
748,../data/hico_20160224_det/images/train2015/HICO_train2015_00000748.jpg,590,640
751,../data/hico_20160224_det/images/train2015/HICO_train2015_00000751.jpg,640,427
758,../data/hico_20160224_det/images/train2015/HICO_train2015_00000758.jpg,640,480
759,../data/hico_20160224_det/images/train2015/HICO_train2015_00000759.jpg,640,640
762,../data/hico_20160224_det/images/train2015/HICO_train2015_00000762.jpg,640,480
765,../data/hico_20160224_det/images/train2015/HICO_train2015_00000765.jpg,640,427
774,../data/hico_20160224_det/images/train2015/HICO_train2015_00000774.jpg,432,640
775,../data/hico_20160224_det/images/train2015/HICO_train2015_00000775.jpg,640,420
778,../data/hico_20160224_det/images/train2015/HICO_train2015_00000778.jpg,640,420
782,../data/hico_20160224_det/images/train2015/HICO_train2015_00000782.jpg,640,480
786,../data/hico_20160224_det/images/train2015/HICO_train2015_00000786.jpg,427,640
789,../data/hico_20160224_det/images/train2015/HICO_train2015_00000789.jpg,640,524
790,../data/hico_20160224_det/images/train2015/HICO_train2015_00000790.jpg,458,640
793,../data/hico_20160224_det/images/train2015/HICO_train2015_00000793.jpg,640,426
795,../data/hico_20160224_det/images/train2015/HICO_train2015_00000795.jpg,640,431
797,../data/hico_20160224_det/images/train2015/HICO_train2015_00000797.jpg,512,640
798,../data/hico_20160224_det/images/train2015/HICO_train2015_00000798.jpg,425,640
800,../data/hico_20160224_det/images/train2015/HICO_train2015_00000800.jpg,480,640
801,../data/hico_20160224_det/images/train2015/HICO_train2015_00000801.jpg,640,627
802,../data/hico_20160224_det/images/train2015/HICO_train2015_00000802.jpg,601,462
806,../data/hico_20160224_det/images/train2015/HICO_train2015_00000806.jpg,640,457
816,../data/hico_20160224_det/images/train2015/HICO_train2015_00000816.jpg,426,640
817,../data/hico_20160224_det/images/train2015/HICO_train2015_00000817.jpg,640,480
824,../data/hico_20160224_det/images/train2015/HICO_train2015_00000824.jpg,427,640
828,../data/hico_20160224_det/images/train2015/HICO_train2015_00000828.jpg,640,425
833,../data/hico_20160224_det/images/train2015/HICO_train2015_00000833.jpg,640,425
835,../data/hico_20160224_det/images/train2015/HICO_train2015_00000835.jpg,640,425
844,../data/hico_20160224_det/images/train2015/HICO_train2015_00000844.jpg,640,427
847,../data/hico_20160224_det/images/train2015/HICO_train2015_00000847.jpg,640,427
850,../data/hico_20160224_det/images/train2015/HICO_train2015_00000850.jpg,612,612
852,../data/hico_20160224_det/images/train2015/HICO_train2015_00000852.jpg,421,640
856,../data/hico_20160224_det/images/train2015/HICO_train2015_00000856.jpg,640,427
857,../data/hico_20160224_det/images/train2015/HICO_train2015_00000857.jpg,640,566
858,../data/hico_20160224_det/images/train2015/HICO_train2015_00000858.jpg,426,640
863,../data/hico_20160224_det/images/train2015/HICO_train2015_00000863.jpg,640,521
864,../data/hico_20160224_det/images/train2015/HICO_train2015_00000864.jpg,465,640
866,../data/hico_20160224_det/images/train2015/HICO_train2015_00000866.jpg,450,350
871,../data/hico_20160224_det/images/train2015/HICO_train2015_00000871.jpg,640,426
874,../data/hico_20160224_det/images/train2015/HICO_train2015_00000874.jpg,640,480
876,../data/hico_20160224_det/images/train2015/HICO_train2015_00000876.jpg,640,426
880,../data/hico_20160224_det/images/train2015/HICO_train2015_00000880.jpg,427,640
886,../data/hico_20160224_det/images/train2015/HICO_train2015_00000886.jpg,640,480
889,../data/hico_20160224_det/images/train2015/HICO_train2015_00000889.jpg,640,427
890,../data/hico_20160224_det/images/train2015/HICO_train2015_00000890.jpg,427,640
894,../data/hico_20160224_det/images/train2015/HICO_train2015_00000894.jpg,427,640
900,../data/hico_20160224_det/images/train2015/HICO_train2015_00000900.jpg,640,360
903,../data/hico_20160224_det/images/train2015/HICO_train2015_00000903.jpg,457,640
906,../data/hico_20160224_det/images/train2015/HICO_train2015_00000906.jpg,640,427
909,../data/hico_20160224_det/images/train2015/HICO_train2015_00000909.jpg,640,428
915,../data/hico_20160224_det/images/train2015/HICO_train2015_00000915.jpg,398,600
916,../data/hico_20160224_det/images/train2015/HICO_train2015_00000916.jpg,640,480
917,../data/hico_20160224_det/images/train2015/HICO_train2015_00000917.jpg,640,426
922,../data/hico_20160224_det/images/train2015/HICO_train2015_00000922.jpg,640,427
923,../data/hico_20160224_det/images/train2015/HICO_train2015_00000923.jpg,640,427
930,../data/hico_20160224_det/images/train2015/HICO_train2015_00000930.jpg,640,320
934,../data/hico_20160224_det/images/train2015/HICO_train2015_00000934.jpg,640,480
944,../data/hico_20160224_det/images/train2015/HICO_train2015_00000944.jpg,505,640
948,../data/hico_20160224_det/images/train2015/HICO_train2015_00000948.jpg,640,427
955,../data/hico_20160224_det/images/train2015/HICO_train2015_00000955.jpg,405,640
959,../data/hico_20160224_det/images/train2015/HICO_train2015_00000959.jpg,480,640
961,../data/hico_20160224_det/images/train2015/HICO_train2015_00000961.jpg,640,428
971,../data/hico_20160224_det/images/train2015/HICO_train2015_00000971.jpg,640,505
979,../data/hico_20160224_det/images/train2015/HICO_train2015_00000979.jpg,427,640
982,../data/hico_20160224_det/images/train2015/HICO_train2015_00000982.jpg,640,426
985,../data/hico_20160224_det/images/train2015/HICO_train2015_00000985.jpg,640,455
990,../data/hico_20160224_det/images/train2015/HICO_train2015_00000990.jpg,640,480
995,../data/hico_20160224_det/images/train2015/HICO_train2015_00000995.jpg,640,426
997,../data/hico_20160224_det/images/train2015/HICO_train2015_00000997.jpg,640,480
1000,../data/hico_20160224_det/images/train2015/HICO_train2015_00001000.jpg,640,426
1002,../data/hico_20160224_det/images/train2015/HICO_train2015_00001002.jpg,640,433
1011,../data/hico_20160224_det/images/train2015/HICO_train2015_00001011.jpg,410,640
1015,../data/hico_20160224_det/images/train2015/HICO_train2015_00001015.jpg,640,427
1017,../data/hico_20160224_det/images/train2015/HICO_train2015_00001017.jpg,640,425
1018,../data/hico_20160224_det/images/train2015/HICO_train2015_00001018.jpg,640,477
1023,../data/hico_20160224_det/images/train2015/HICO_train2015_00001023.jpg,640,427
1027,../data/hico_20160224_det/images/train2015/HICO_train2015_00001027.jpg,640,425
1030,../data/hico_20160224_det/images/train2015/HICO_train2015_00001030.jpg,640,427
1032,../data/hico_20160224_det/images/train2015/HICO_train2015_00001032.jpg,640,480
1045,../data/hico_20160224_det/images/train2015/HICO_train2015_00001045.jpg,640,480
1046,../data/hico_20160224_det/images/train2015/HICO_train2015_00001046.jpg,640,480
1050,../data/hico_20160224_det/images/train2015/HICO_train2015_00001050.jpg,640,466
1052,../data/hico_20160224_det/images/train2015/HICO_train2015_00001052.jpg,640,480
1055,../data/hico_20160224_det/images/train2015/HICO_train2015_00001055.jpg,383,640
1056,../data/hico_20160224_det/images/train2015/HICO_train2015_00001056.jpg,427,640
1059,../data/hico_20160224_det/images/train2015/HICO_train2015_00001059.jpg,640,413
1066,../data/hico_20160224_det/images/train2015/HICO_train2015_00001066.jpg,640,628
1068,../data/hico_20160224_det/images/train2015/HICO_train2015_00001068.jpg,640,424
1071,../data/hico_20160224_det/images/train2015/HICO_train2015_00001071.jpg,640,427
1075,../data/hico_20160224_det/images/train2015/HICO_train2015_00001075.jpg,640,480
1076,../data/hico_20160224_det/images/train2015/HICO_train2015_00001076.jpg,640,480
1078,../data/hico_20160224_det/images/train2015/HICO_train2015_00001078.jpg,640,478
1086,../data/hico_20160224_det/images/train2015/HICO_train2015_00001086.jpg,427,640
1088,../data/hico_20160224_det/images/train2015/HICO_train2015_00001088.jpg,640,523
1089,../data/hico_20160224_det/images/train2015/HICO_train2015_00001089.jpg,640,426
1091,../data/hico_20160224_det/images/train2015/HICO_train2015_00001091.jpg,533,533
1092,../data/hico_20160224_det/images/train2015/HICO_train2015_00001092.jpg,640,427
1094,../data/hico_20160224_det/images/train2015/HICO_train2015_00001094.jpg,640,360
1095,../data/hico_20160224_det/images/train2015/HICO_train2015_00001095.jpg,640,426
1096,../data/hico_20160224_det/images/train2015/HICO_train2015_00001096.jpg,425,640
1098,../data/hico_20160224_det/images/train2015/HICO_train2015_00001098.jpg,424,640
1109,../data/hico_20160224_det/images/train2015/HICO_train2015_00001109.jpg,418,640
1111,../data/hico_20160224_det/images/train2015/HICO_train2015_00001111.jpg,640,480
1117,../data/hico_20160224_det/images/train2015/HICO_train2015_00001117.jpg,640,397
1121,../data/hico_20160224_det/images/train2015/HICO_train2015_00001121.jpg,640,425
1126,../data/hico_20160224_det/images/train2015/HICO_train2015_00001126.jpg,640,393
1129,../data/hico_20160224_det/images/train2015/HICO_train2015_00001129.jpg,640,427
1137,../data/hico_20160224_det/images/train2015/HICO_train2015_00001137.jpg,640,427
1142,../data/hico_20160224_det/images/train2015/HICO_train2015_00001142.jpg,427,640
1144,../data/hico_20160224_det/images/train2015/HICO_train2015_00001144.jpg,640,427
1146,../data/hico_20160224_det/images/train2015/HICO_train2015_00001146.jpg,640,640
1147,../data/hico_20160224_det/images/train2015/HICO_train2015_00001147.jpg,640,480
1149,../data/hico_20160224_det/images/train2015/HICO_train2015_00001149.jpg,640,427
1159,../data/hico_20160224_det/images/train2015/HICO_train2015_00001159.jpg,640,425
1162,../data/hico_20160224_det/images/train2015/HICO_train2015_00001162.jpg,640,427
1164,../data/hico_20160224_det/images/train2015/HICO_train2015_00001164.jpg,640,480
1165,../data/hico_20160224_det/images/train2015/HICO_train2015_00001165.jpg,484,640
1166,../data/hico_20160224_det/images/train2015/HICO_train2015_00001166.jpg,640,427
1167,../data/hico_20160224_det/images/train2015/HICO_train2015_00001167.jpg,640,480
1169,../data/hico_20160224_det/images/train2015/HICO_train2015_00001169.jpg,636,640
1172,../data/hico_20160224_det/images/train2015/HICO_train2015_00001172.jpg,640,480
1174,../data/hico_20160224_det/images/train2015/HICO_train2015_00001174.jpg,640,508
1177,../data/hico_20160224_det/images/train2015/HICO_train2015_00001177.jpg,640,480
1185,../data/hico_20160224_det/images/train2015/HICO_train2015_00001185.jpg,640,427
1186,../data/hico_20160224_det/images/train2015/HICO_train2015_00001186.jpg,640,480
1188,../data/hico_20160224_det/images/train2015/HICO_train2015_00001188.jpg,640,425
1191,../data/hico_20160224_det/images/train2015/HICO_train2015_00001191.jpg,640,483
1200,../data/hico_20160224_det/images/train2015/HICO_train2015_00001200.jpg,480,640
1201,../data/hico_20160224_det/images/train2015/HICO_train2015_00001201.jpg,640,426
1204,../data/hico_20160224_det/images/train2015/HICO_train2015_00001204.jpg,425,640
1207,../data/hico_20160224_det/images/train2015/HICO_train2015_00001207.jpg,640,480
1212,../data/hico_20160224_det/images/train2015/HICO_train2015_00001212.jpg,640,396
1225,../data/hico_20160224_det/images/train2015/HICO_train2015_00001225.jpg,640,480
1229,../data/hico_20160224_det/images/train2015/HICO_train2015_00001229.jpg,640,426
1231,../data/hico_20160224_det/images/train2015/HICO_train2015_00001231.jpg,427,640
1239,../data/hico_20160224_det/images/train2015/HICO_train2015_00001239.jpg,640,426
1240,../data/hico_20160224_det/images/train2015/HICO_train2015_00001240.jpg,640,480
1248,../data/hico_20160224_det/images/train2015/HICO_train2015_00001248.jpg,640,480
1251,../data/hico_20160224_det/images/train2015/HICO_train2015_00001251.jpg,640,355
1253,../data/hico_20160224_det/images/train2015/HICO_train2015_00001253.jpg,428,640
1255,../data/hico_20160224_det/images/train2015/HICO_train2015_00001255.jpg,640,427
1256,../data/hico_20160224_det/images/train2015/HICO_train2015_00001256.jpg,426,640
1257,../data/hico_20160224_det/images/train2015/HICO_train2015_00001257.jpg,640,480
1258,../data/hico_20160224_det/images/train2015/HICO_train2015_00001258.jpg,640,425
1259,../data/hico_20160224_det/images/train2015/HICO_train2015_00001259.jpg,640,624
1261,../data/hico_20160224_det/images/train2015/HICO_train2015_00001261.jpg,640,445
1269,../data/hico_20160224_det/images/train2015/HICO_train2015_00001269.jpg,640,480
1273,../data/hico_20160224_det/images/train2015/HICO_train2015_00001273.jpg,640,543
1276,../data/hico_20160224_det/images/train2015/HICO_train2015_00001276.jpg,640,480
1281,../data/hico_20160224_det/images/train2015/HICO_train2015_00001281.jpg,640,427
1286,../data/hico_20160224_det/images/train2015/HICO_train2015_00001286.jpg,640,414
1293,../data/hico_20160224_det/images/train2015/HICO_train2015_00001293.jpg,600,398
1294,../data/hico_20160224_det/images/train2015/HICO_train2015_00001294.jpg,640,427
1295,../data/hico_20160224_det/images/train2015/HICO_train2015_00001295.jpg,640,480
1296,../data/hico_20160224_det/images/train2015/HICO_train2015_00001296.jpg,640,400
1304,../data/hico_20160224_det/images/train2015/HICO_train2015_00001304.jpg,640,425
1305,../data/hico_20160224_det/images/train2015/HICO_train2015_00001305.jpg,640,427
1309,../data/hico_20160224_det/images/train2015/HICO_train2015_00001309.jpg,640,480
1311,../data/hico_20160224_det/images/train2015/HICO_train2015_00001311.jpg,640,427
1312,../data/hico_20160224_det/images/train2015/HICO_train2015_00001312.jpg,640,480
1318,../data/hico_20160224_det/images/train2015/HICO_train2015_00001318.jpg,640,480
1319,../data/hico_20160224_det/images/train2015/HICO_train2015_00001319.jpg,640,425
1323,../data/hico_20160224_det/images/train2015/HICO_train2015_00001323.jpg,640,452
1333,../data/hico_20160224_det/images/train2015/HICO_train2015_00001333.jpg,640,337
1342,../data/hico_20160224_det/images/train2015/HICO_train2015_00001342.jpg,427,640
1343,../data/hico_20160224_det/images/train2015/HICO_train2015_00001343.jpg,640,427
1345,../data/hico_20160224_det/images/train2015/HICO_train2015_00001345.jpg,375,500
1346,../data/hico_20160224_det/images/train2015/HICO_train2015_00001346.jpg,640,480
1356,../data/hico_20160224_det/images/train2015/HICO_train2015_00001356.jpg,640,480
1364,../data/hico_20160224_det/images/train2015/HICO_train2015_00001364.jpg,640,283
