bb_id,x1,y1,x2,y2,class_name
869,32,250,329,635,backpack
870,119,1,635,419,person
871,201,244,557,312,toothbrush
872,117,63,368,471,person
873,110,209,475,561,bicycle
874,106,22,260,425,person
875,151,122,185,194,tie
876,137,97,257,249,person
877,46,189,536,477,dining table
878,408,85,561,242,person
879,397,80,561,365,person
880,44,193,537,477,dining table
881,9,1,377,637,person
882,125,369,435,558,book
883,137,386,148,403,person
884,133,399,145,404,snowboard
885,181,389,194,409,person
886,178,406,189,417,snowboard
887,296,397,320,434,person
888,295,433,325,435,snowboard
889,294,395,321,439,person
890,289,433,329,442,snowboard
891,335,225,375,261,person
892,129,89,492,345,bus
893,189,156,203,174,person
894,134,91,492,345,bus
895,415,138,431,157,person
896,384,141,404,157,person
897,438,141,457,161,person
898,241,149,261,170,person
899,150,158,169,182,person
900,333,133,356,157,person
901,195,233,215,269,person
902,333,222,355,262,person
903,375,145,382,155,person
904,141,94,485,340,bus
905,416,137,425,150,person
906,389,142,404,151,person
907,192,156,204,167,person
908,220,241,233,252,person
909,245,152,262,166,person
910,198,232,213,249,person
911,209,156,225,173,person
912,165,236,177,260,person
913,172,161,189,178,person
914,352,238,369,261,person
915,143,158,168,181,person
916,165,29,320,338,person
917,229,318,317,373,skateboard
918,246,84,625,414,person
919,124,148,389,359,car
920,265,93,406,340,person
921,0,77,637,311,car
922,237,58,401,381,person
923,265,99,409,327,person
924,297,327,409,359,skateboard
925,273,70,401,385,person
926,274,378,389,401,skateboard
927,180,293,207,331,person
928,165,319,225,340,skis
929,101,293,134,345,person
930,94,337,139,349,skis
931,276,163,369,405,person
932,226,377,403,413,skis
933,272,169,368,394,person
934,262,390,374,409,skis
935,177,172,217,226,person
936,190,199,221,229,skis
937,269,168,365,409,person
938,270,387,364,407,skis
939,1,4,423,635,person
940,101,142,341,272,scissors
941,9,15,399,618,person
942,79,158,365,262,scissors
943,309,221,380,400,person
944,51,17,613,506,bed
945,361,211,473,393,person
946,169,222,317,401,person
947,445,179,594,377,person
948,83,189,265,384,person
949,10,134,377,637,person
950,89,278,161,490,banana
951,112,37,289,390,person
952,243,113,282,129,baseball bat
953,381,62,492,137,baseball bat
954,104,19,300,403,person
955,233,100,289,141,baseball bat
956,359,55,508,153,baseball bat
957,121,36,274,326,person
958,366,60,493,157,baseball bat
959,110,34,292,395,person
960,247,60,497,139,baseball bat
961,515,272,528,292,person
962,203,65,565,356,boat
963,509,264,519,291,person
964,400,186,421,220,person
965,391,260,411,307,person
966,475,258,496,311,person
967,507,264,521,293,person
968,218,76,560,350,boat
969,516,266,528,300,person
970,5,3,431,633,person
971,167,427,330,629,remote
972,228,278,357,552,person
973,203,84,237,117,sports ball
974,50,85,437,490,person
975,289,480,431,581,cake
976,12,75,477,560,person
977,251,212,292,265,fork
978,232,17,526,511,person
979,113,258,550,578,bicycle
980,141,100,316,303,person
981,96,196,393,442,bicycle
982,398,109,482,271,person
983,341,155,491,340,bicycle
984,142,106,388,308,bicycle
985,171,17,353,211,person
986,385,65,499,323,person
987,338,156,487,381,bicycle
988,123,8,382,258,person
989,110,68,400,299,bicycle
990,73,328,395,572,person
991,21,442,397,571,chair
992,182,129,376,552,person
993,21,131,381,552,person
994,290,29,398,314,person
995,1,0,525,477,train
996,64,65,365,635,person
997,203,335,274,526,wine glass
998,103,332,178,527,wine glass
999,114,311,191,511,wine glass
1000,390,116,616,421,person
1001,298,141,526,257,donut
1002,136,47,321,206,donut
1003,55,221,263,381,donut
1004,77,125,303,305,donut
1005,233,212,481,420,donut
1006,339,181,598,386,person
1007,168,345,633,417,bench
1008,292,106,478,286,person
1009,315,248,440,310,skateboard
1010,47,97,229,329,person
1011,37,309,145,346,skateboard
1012,248,105,535,334,person
1013,486,176,638,241,bench
1014,161,3,606,536,person
1015,293,343,499,571,scissors
1016,47,57,281,241,person
1017,89,202,201,345,skateboard
1018,389,105,483,393,person
1019,445,127,458,149,cell phone
1020,385,101,485,402,person
1021,443,122,462,154,cell phone
1022,102,103,227,263,person
1023,47,241,281,406,bicycle
1024,231,21,392,443,person
1025,170,273,426,554,bicycle
1026,1,83,185,568,person
1027,0,225,361,631,horse
1028,1,89,287,565,person
1029,5,228,334,632,horse
1030,334,101,488,517,person
1031,200,297,637,364,bench
1032,138,129,319,519,person
1033,268,182,461,639,person
1034,309,408,385,590,tie
1035,60,225,316,636,person
1036,171,349,208,562,tie
1037,48,225,315,630,person
1038,161,348,203,559,tie
1039,201,173,426,348,person
1040,2,223,438,346,couch
1041,0,159,300,348,person
1042,149,126,316,421,person
1043,128,18,636,421,chair
1044,336,37,634,416,person
1045,131,1,411,153,person
1046,298,55,539,476,wine glass
1047,340,10,521,306,person
1048,415,254,488,348,skateboard
1049,86,265,111,307,person
1050,11,296,128,408,elephant
1051,45,262,83,309,person
1052,226,58,310,190,person
1053,113,175,341,636,elephant
1054,126,48,205,251,person
1055,4,116,285,473,person
1056,141,284,208,366,toothbrush
1057,1,89,218,420,person
1058,35,2,352,188,umbrella
1059,0,92,202,423,person
1060,18,2,354,87,umbrella
1061,146,102,332,492,person
1062,140,426,271,528,skateboard
1063,171,223,347,587,person
1064,9,5,421,633,train
1065,392,42,532,219,person
1066,485,177,533,199,chair
1067,140,2,306,232,person
1068,161,187,294,357,chair
1069,256,18,457,357,person
1070,291,124,496,355,chair
1071,420,0,636,358,person
1072,452,185,637,357,chair
1073,27,2,276,356,person
1074,1,89,183,354,chair
1075,62,121,425,464,person
1076,381,534,453,606,fork
1077,349,46,582,323,person
1078,384,153,418,214,cell phone
